Id,Label,Interval,Modularity Class,Component ID,Grado con pesos,Grado,giantcomponent
55.0,topic,,0,0,0.910625815392,2,0
56.0,purchasing,,0,0,7.40845613927,13,0
57.0,department,,0,0,14.0472628027,20,0
58.0,operate,,20,0,6.78403324634,8,0
59.0,follow,,20,0,3.43558239937,6,0
60.0,accept,,3,0,4.03435406089,7,0
61.0,practice,,6,0,7.11170342565,3,0
64.0,government,,0,0,39.0482491478,33,0
65.0,merger,,10,0,17.7761460096,19,0
66.0,propose,,0,0,32.3520905524,26,0
67.0,believe,,1,0,11.9296685159,12,0
68.0,office,,3,0,10.2370180935,9,0
69.0,combine,,10,0,4.01756314188,10,0
70.0,achieve,,17,0,7.82638412714,6,0
71.0,great,,7,0,0.0260664094239,1,0
72.0,efficiency,,8,0,5.95977932215,7,0
73.0,reduce,,25,0,2.71266058087,12,0
74.0,cost,,10,0,12.8092700616,14,0
75.0,administration,,4,0,7.9090249911,13,0
76.0,lack,,1,0,1.95174461603,5,0
77.0,experienced,,8,0,7.41747292876,9,0
78.0,clerical,,0,0,12.2827334851,16,0
79.0,personnel,,3,0,14.6354695261,6,0
80.0,result,,10,0,8.16005474329,6,0
81.0,policy,,4,0,2.12240113318,4,0
82.0,urge,,0,0,15.6256583408,15,0
83.0,step,,0,0,19.1532672644,11,0
85.0,problem,,4,0,3.83030613512,6,0
87.0,automobile,,5,0,13.8204366565,14,0
88.0,title,,16,0,3.37982198596,3,0
89.0,outgoing,,2,0,4.79138504714,7,0
90.0,next,,21,0,1.53179970384,4,0
91.0,provide,,0,0,28.2685155571,19,0
92.0,enable,,0,0,9.55542609096,12,0
93.0,fund,,8,0,2.60004872084,3,0
94.0,effective,,0,0,16.1420281976,11,0
95.0,date,,4,0,3.65245719999,6,0
96.0,orderly,,2,0,3.42502468824,6,0
97.0,effect,,17,0,7.86772847176,10,0
100.0,federal,,0,0,31.6903190687,35,0
101.0,grant,,0,0,7.37846962363,19,0
102.0,child,,17,0,16.0217408836,10,0
103.0,welfare,,0,0,13.4827700183,19,0
104.0,service,,3,0,21.0676363632,14,0
106.0,home,,17,0,0.794221119955,3,0
107.0,major,,1,0,2.87722295523,4,0
108.0,item,,17,0,3.97400034964,5,0
109.0,general,,3,0,14.8550485969,12,0
110.0,assistance,,0,0,12.3591210246,17,0
111.0,program,,0,0,10.1670602709,14,0
112.0,see,,22,0,1.97342505306,4,0
113.0,fit,,18,0,3.76754713058,3,0
114.0,distribute,,2,0,5.78149202466,8,0
115.0,county,,0,0,28.3648842797,22,0
116.0,state,,0,0,31.1114725545,22,0
117.0,exception,,23,0,9.49272885919,10,0
118.0,none,,0,0,5.65706807375,6,0
119.0,money,,10,0,7.73778223991,7,0
120.0,juror,,3,0,4.03129119426,13,0
121.0,realize,,23,0,2.06347745657,2,0
123.0,distribution,,1,0,3.28162494302,3,0
125.0,less,,1,0,7.10098643601,9,0
126.0,populous,,0,0,14.2232850045,16,0
127.0,feel,,20,0,2.5987931639,5,0
128.0,future,,4,0,21.3776405454,18,0
129.0,portion,,24,0,6.55323088169,5,0
130.0,available,,0,0,26.7435346693,12,0
131.0,failure,,3,0,6.54326622188,16,0
132.0,continue,,25,0,4.10131114721,6,0
135.0,taxpayer,,0,0,30.4639298469,38,0
136.0,ordinary,,6,0,7.49679175019,9,0
137.0,court,,3,0,14.4314646795,23,0
138.0,fire,,3,0,29.2207561135,17,0
139.0,appointment,,0,0,29.8240516186,23,0
141.0,guardian,,2,0,3.15769827366,3,0
142.0,administrator,,25,0,4.34250478446,5,0
144.0,fee,,5,0,1.94683414698,3,0
145.0,compensation,,24,0,5.98113531619,12,0
146.0,ward,,24,0,6.55323088169,5,0
147.0,protect,,25,0,6.31539654732,6,0
149.0,procedure,,10,0,6.90009407699,11,0
150.0,recommendation,,0,0,19.5142032206,26,0
151.0,previous,,10,0,4.88419395685,4,0
152.0,interim,,2,0,2.05908596516,3,0
153.0,citizen,,25,0,17.9622129202,14,0
154.0,committee,,17,0,6.45392128825,9,0
155.0,action,,0,0,1.34200781584,4,0
156.0,serve,,20,0,4.34164395928,4,0
157.0,fact,,4,0,5.42632514238,6,0
158.0,undue,,4,0,1.60377305746,2,0
159.0,appoint,,0,0,4.16569566727,12,0
160.0,elect,,3,0,13.8252471387,15,0
161.0,servant,,24,0,6.60307872295,6,0
163.0,criticism,,0,0,6.77070945501,7,0
164.0,regard,,4,0,21.0463624895,20,0
166.0,airport,,0,0,7.27587020397,9,0
167.0,management,,10,0,16.7420005947,12,0
168.0,eliminate,,6,0,6.15628746152,14,0
169.0,political,,4,0,33.9718849808,27,0
170.0,influence,,3,0,10.5000304133,11,0
171.0,elaborate,,24,0,11.1265594363,16,0
172.0,add,,11,0,3.30350622535,4,0
175.0,pricing,,25,0,6.31539654732,6,0
177.0,purpose,,2,0,1.50272572041,1,0
178.0,keep,,13,0,5.0730471909,5,0
179.0,price,,10,0,20.4423170164,23,0
180.0,reasonable,,9,0,2.75223320723,3,0
181.0,ask,,5,0,0.494237489998,2,0
182.0,jail,,25,0,13.8403374106,18,0
183.0,deputy,,0,0,3.91665285826,12,0
184.0,matter,,10,0,3.068675071,4,0
185.0,additional,,0,0,8.58640147746,14,0
186.0,employ,,5,0,14.0892447531,10,0
187.0,doctor,,3,0,10.9588695914,15,0
188.0,medical,,3,0,5.34103879333,5,0
191.0,night,,3,0,6.05331418663,7,0
192.0,weekend,,13,0,25.1598550603,17,0
193.0,duty,,10,0,1.25174242258,7,0
194.0,work,,3,0,0.527078576386,2,0
195.0,official,,3,0,6.18065860122,7,0
196.0,pass,,1,0,3.30297642946,9,0
197.0,legislation,,0,0,21.4930413663,19,0
198.0,permit,,1,0,13.3878653198,14,0
199.0,establishment,,25,0,10.7090108693,11,0
200.0,fair,,17,0,6.7226370126,5,0
202.0,pension,,2,0,10.0948412567,15,0
203.0,plan,,17,0,6.75243054517,6,0
204.0,employe,,2,0,12.8396683633,12,0
205.0,operation,,20,0,4.51593483984,7,0
206.0,prison,,1,0,21.1576409489,17,0
207.0,farm,,2,0,2.67646506429,4,0
208.0,file,,2,0,9.02501185238,17,0
209.0,suit,,18,0,5.64397293329,5,0
210.0,divorce,,24,0,1.4478315115,7,0
211.0,wife,,5,0,12.3987682164,11,0
212.0,petition,,2,0,10.0296810716,13,0
215.0,couple,,13,0,4.25949087739,5,0
216.0,marry,,17,0,2.81988227367,4,0
217.0,son,,17,0,18.2270764261,16,0
218.0,daughter,,17,0,16.6589914858,18,0
219.0,attorney,,3,0,31.0277243555,26,0
220.0,mayor,,24,0,6.60307872295,6,0
222.0,property,,3,0,25.6138330996,24,0
223.0,settlement,,4,0,2.72479901463,8,0
224.0,agree,,3,0,4.71159365028,9,0
225.0,list,,13,0,3.36778903753,5,0
226.0,occupation,,0,0,12.2613745704,16,0
227.0,age,,25,0,1.95946510881,11,0
228.0,birth,,17,0,7.58518308401,16,0
229.0,live,,3,0,2.61437188275,3,0
231.0,more,,17,0,0.474118709564,2,0
233.0,brief,,2,0,12.0738097727,16,0
235.0,career,,13,0,7.42358924448,8,0
237.0,council,,4,0,17.7101154551,21,0
238.0,present,,17,0,4.66901856661,4,0
239.0,expire,,2,0,4.89002301544,8,0
240.0,succeed,,0,0,5.12765665352,5,0
241.0,become,,10,0,4.43742460012,5,0
242.0,candidate,,0,0,34.3172605187,18,0
243.0,announce,,4,0,7.16330778599,5,0
244.0,run,,7,0,3.90238681436,3,0
247.0,strong,,0,0,0.92745834589,1,0
248.0,encouragement,,4,0,4.16911521554,5,0
249.0,enter,,7,0,6.65281826258,7,0
250.0,governor,,0,0,9.24983508885,12,0
251.0,race,,13,0,14.7350822687,10,0
252.0,top,,17,0,1.25161606818,2,0
253.0,chairman,,17,0,8.93550297618,8,0
254.0,meeting,,3,0,11.9121746421,13,0
255.0,hold,,0,0,5.04901485145,5,0
256.0,bring,,8,0,0.715174695477,4,0
257.0,enthusiastic,,8,0,6.29048241675,10,0
258.0,response,,5,0,3.71222248673,5,0
259.0,audience,,15,0,3.83506536484,5,0
260.0,enthusiasm,,2,0,2.88955364376,11,0
261.0,pick,,2,0,2.38157388568,5,0
262.0,rally,,2,0,3.93354672194,8,0
263.0,featured,,2,0,3.66285902262,5,0
264.0,speaker,,13,0,5.41727850586,6,0
265.0,warn,,1,0,4.73162873089,10,0
266.0,force,,0,0,33.8162699789,28,0
267.0,vote,,0,0,74.1021077335,51,0
268.0,precinct,,24,0,6.55323088169,5,0
269.0,obtain,,10,0,11.1860119179,13,0
270.0,signature,,2,0,6.00280030072,10,0
272.0,warning,,4,0,2.34462910891,3,0
273.0,unanimous,,2,0,0.455312907696,1,0
274.0,accord,,20,0,3.83067525923,7,0
275.0,attend,,17,0,3.82933035493,4,0
276.0,crowd,,13,0,15.7489521503,18,0
277.0,want,,4,0,3.16375261545,4,0
278.0,wait,,17,0,3.78822658211,10,0
280.0,dissent,,0,0,4.11817193031,6,0
281.0,large,,0,0,1.88180625439,2,0
283.0,face,,0,0,0.852819740772,1,0
284.0,first,,11,0,0.710197329521,1,0
285.0,alternative,,0,0,6.50951625407,12,0
286.0,course,,13,0,1.72056770325,4,0
287.0,cent,,0,0,5.41897082329,5,0
288.0,sign,,1,0,2.9861375764,3,0
289.0,request,,3,0,3.30442023277,3,0
290.0,republican,,0,0,26.4300988317,21,0
291.0,allow,,10,0,8.60882696509,10,0
292.0,name,,3,0,10.043593049,8,0
293.0,ballot,,0,0,8.83162729442,19,0
294.0,unit,,10,0,5.17753773928,6,0
295.0,system,,0,0,23.8356805146,21,0
296.0,party,,17,0,3.93194031715,2,0
297.0,oppose,,0,0,13.9239095747,15,0
298.0,platform,,2,0,8.85015118122,7,0
299.0,public,,0,0,3.97730606794,5,0
300.0,relation,,0,0,14.8496023864,14,0
301.0,director,,17,0,12.3470818996,11,0
302.0,resign,,0,0,8.70047369599,12,0
303.0,campaign,,14,0,1.78078129888,5,0
304.0,resignation,,2,0,4.69930693507,12,0
305.0,expect,,0,0,4.27249992639,4,0
307.0,assistant,,5,0,6.0030250717,9,0
308.0,gubernatorial,,2,0,8.85015118122,7,0
309.0,start,,2,0,0.923099040985,1,0
310.0,coordinator,,3,0,6.4663618803,15,0
311.0,wind,,13,0,9.34224332869,13,0
312.0,session,,0,0,16.196503818,20,0
313.0,head,,17,0,3.27593684196,5,0
314.0,highway,,0,0,2.12590426207,5,0
315.0,bond,,1,0,14.1676988676,8,0
316.0,approve,,1,0,16.0187202394,12,0
318.0,afternoon,,2,0,2.2053488493,3,0
319.0,allot,,2,0,3.20754611492,4,0
320.0,rural,,0,0,7.74621088803,14,0
321.0,urban,,2,0,6.74555638433,14,0
322.0,area,,3,0,13.9873556495,13,0
323.0,determine,,4,0,4.44742581248,5,0
324.0,adjustment,,2,0,12.0738097727,16,0
325.0,traditional,,18,0,3.68479217589,5,0
326.0,visit,,3,0,5.137341097,6,0
327.0,chamber,,0,0,5.76863647997,7,0
328.0,mention,,24,0,5.90938491374,13,0
329.0,issue,,10,0,10.6953192353,6,0
330.0,priority,,2,0,6.56137520075,10,0
331.0,construction,,3,0,36.8864463121,34,0
332.0,learn,,10,0,4.437460199,5,0
333.0,ready,,4,0,5.17157542706,5,0
334.0,worth,,10,0,13.89651829,9,0
336.0,friendly,,2,0,1.14846014977,1,0
337.0,test,,17,0,6.3290617913,7,0
339.0,sale,,10,0,6.51593540609,8,0
340.0,begin,,3,0,3.61921222694,5,0
341.0,contract,,1,0,8.38574439287,7,0
342.0,let,,6,0,6.07862053812,4,0
343.0,repair,,15,0,1.28015644848,3,0
344.0,travel,,9,0,4.03374922276,4,0
345.0,source,,0,0,7.9512463361,17,0
346.0,road,,5,0,2.04754960537,3,0
348.0,intend,,13,0,6.29080966115,8,0
349.0,old,,10,0,1.65843474865,5,0
350.0,one,,0,0,3.91305009276,6,0
351.0,pay,,13,0,2.78669428825,5,0
352.0,tax,,0,0,34.9038235024,30,0
353.0,authority,,3,0,11.2245920897,12,0
354.0,open,,20,0,3.92110806704,6,0
355.0,battle,,22,0,11.8935504779,11,0
356.0,issuance,,25,0,6.31539654732,6,0
358.0,consult,,17,0,9.30591995269,11,0
359.0,offer,,18,0,2.64645838737,1,0
360.0,resolution,,25,0,9.5857245028,11,0
362.0,body,,1,0,4.99948285706,7,0
364.0,increase,,5,0,17.2862025797,14,0
365.0,expense,,5,0,10.4121781811,13,0
366.0,allowance,,2,0,5.73909856379,13,0
367.0,research,,10,0,4.7421683073,7,0
370.0,notice,,24,0,4.06933781505,6,0
372.0,reconsideration,,0,0,6.77070945501,7,0
373.0,seek,,21,0,3.03155657649,4,0
374.0,emphasize,,18,0,3.64517694712,6,0
375.0,technical,,3,0,7.28155767918,9,0
376.0,detail,,8,0,4.9573007375,10,0
378.0,privilege,,2,0,13.3967299163,11,0
379.0,similar,,23,0,3.08309464157,4,0
380.0,word,,13,0,3.11514645815,2,0
381.0,point,,7,0,0.665477573872,1,0
382.0,last,,21,0,0.237059354782,1,0
383.0,reject,,2,0,13.4912112355,13,0
384.0,constitutional,,0,0,12.1524531841,11,0
385.0,amendment,,0,0,8.12729132175,12,0
386.0,raise,,0,0,6.60466706753,8,0
387.0,veteran,,13,0,31.3252750635,21,0
388.0,back,,18,0,1.62275829911,3,0
389.0,aid,,0,0,30.6216472089,23,0
390.0,education,,17,0,19.3028309345,12,0
391.0,something,,22,0,4.86390738189,5,0
392.0,past,,17,0,1.06283963472,3,0
393.0,house,,17,0,9.88857206702,12,0
394.0,endorse,,25,0,6.42970094085,16,0
395.0,support,,0,0,5.01328012347,8,0
397.0,member,,3,0,9.26003235579,6,0
398.0,congressional,,0,0,12.3554333299,13,0
399.0,delegation,,0,0,8.98588833213,13,0
400.0,like,,13,0,7.29095213115,7,0
401.0,congressman,,0,0,6.77070945501,7,0
402.0,toss,,17,0,6.91932016611,9,0
404.0,read,,8,0,0.641124904156,1,0
405.0,event,,4,0,4.73706673086,10,0
406.0,direct,,3,0,8.42951607704,9,0
407.0,teacher,,20,0,4.0818028003,10,0
408.0,long,,18,0,4.06108212471,3,0
409.0,hot,,13,0,9.77338507771,12,0
410.0,controversy,,0,0,11.8997567147,15,0
411.0,school,,17,0,6.11485168338,8,0
412.0,superintendent,,3,0,9.07337632775,17,0
413.0,policeman,,3,0,7.76937890053,11,0
414.0,put,,1,0,2.64681303501,5,0
415.0,cool,,24,0,2.92234346271,11,0
416.0,agriculture,,0,0,7.27587020397,9,0
417.0,defeat,,0,0,9.2407707572,9,0
418.0,principal,,1,0,5.9247084856,8,0
419.0,arm,,14,0,2.82862949371,2,0
420.0,pistol,,2,0,6.56137520075,10,0
421.0,stand,,15,0,2.41324546933,3,0
422.0,poll,,13,0,5.60225087404,5,0
423.0,insure,,2,0,7.34607380629,7,0
424.0,order,,24,0,1.71244621277,1,0
425.0,calm,,9,0,4.97187138349,9,0
426.0,church,,3,0,15.559812665,9,0
427.0,smell,,14,0,5.32617917657,7,0
428.0,drop,,13,0,9.36467507482,9,0
429.0,liquor,,2,0,3.15769827366,3,0
430.0,bit,,13,0,0.425128906965,1,0
431.0,trouble,,13,0,15.2935577258,27,0
432.0,lead,,13,0,12.0934659764,13,0
433.0,quiet,,13,0,3.47291862965,4,0
434.0,mark,,12,0,2.94376146793,5,0
435.0,anonymous,,2,0,7.56355237961,9,0
436.0,midnight,,2,0,4.4761068821,6,0
437.0,phone,,14,0,3.65201351047,4,0
438.0,call,,3,0,3.04241407663,4,0
439.0,veil,,17,0,1.36593872309,3,0
440.0,threat,,22,0,8.6964853406,3,0
441.0,violence,,9,0,3.14705359191,8,0
442.0,former,,20,0,2.98500084877,2,0
443.0,shoot,,1,0,4.96520669758,7,0
444.0,death,,24,0,13.1833547875,16,0
445.0,post,,3,0,7.28832346201,6,0
446.0,dispute,,25,0,7.68826933205,11,0
447.0,board,,3,0,3.28909420967,6,0
448.0,telephone,,2,0,9.37491984665,10,0
449.0,subject,,0,0,7.17087982595,12,0
450.0,schedule,,13,0,1.7678322196,2,0
451.0,local,,20,0,5.64691314101,6,0
452.0,fear,,20,0,1.0890275836,2,0
453.0,carry,,5,0,2.52202475071,2,0
454.0,gun,,2,0,4.53461682051,17,0
455.0,promise,,10,0,4.22977096587,6,0
458.0,sheriff,,2,0,8.10633794218,17,0
459.0,approval,,5,0,17.4590167999,16,0
461.0,seem,,14,0,0.907003134489,2,0
462.0,certain,,8,0,9.12414894253,15,0
463.0,adamant,,0,0,1.14846014977,1,0
464.0,protest,,5,0,6.21476714313,11,0
465.0,banker,,5,0,5.85836684704,5,0
466.0,fight,,3,0,9.85774012655,12,0
467.0,measure,,4,0,1.9594321847,4,0
468.0,water,,3,0,8.79917675257,7,0
469.0,rejection,,2,0,6.002115421,9,0
470.0,hearing,,3,0,30.2935812026,33,0
471.0,rule,,10,0,1.80979037285,3,0
474.0,question,,0,0,10.2921981514,10,0
476.0,appear,,4,0,3.89949117601,8,0
477.0,witness,,3,0,10.1593685523,6,0
478.0,leave,,11,0,4.94231912494,7,0
479.0,doubt,,14,0,8.81804520637,9,0
480.0,passage,,25,0,7.70842136443,14,0
481.0,conservative,,0,0,17.6780899018,20,0
482.0,estimate,,5,0,24.4941690713,29,0
483.0,dollar,,25,0,6.78152260929,6,0
484.0,help,,24,0,2.92419072986,4,0
485.0,erase,,10,0,2.70238536596,2,0
486.0,anticipated,,17,0,5.11079929769,6,0
488.0,current,,4,0,7.47039562464,4,0
489.0,fiscal,,19,0,9.09517617524,9,0
490.0,mean,,0,0,12.3295207098,13,0
491.0,enforce,,3,0,14.3150171787,17,0
493.0,book,,20,0,13.5659908205,16,0
495.0,bank,,10,0,4.73670437932,4,0
496.0,account,,5,0,7.08537268639,6,0
497.0,stock,,10,0,9.02361829765,9,0
498.0,personal,,5,0,14.3840117753,10,0
499.0,person,,0,0,8.37098926306,11,0
500.0,miss,,14,0,9.01722547412,9,0
501.0,bill,,5,0,4.78911343217,8,0
502.0,draft,,3,0,7.44271938503,10,0
503.0,insurance,,0,0,11.6136093587,14,0
504.0,firm,,4,0,2.03083762527,3,0
506.0,company,,5,0,4.24491813779,6,0
507.0,corporation,,10,0,7.6207665354,6,0
508.0,treasurer,,18,0,5.59305328131,6,0
509.0,impossible,,3,0,7.81078504026,14,0
510.0,locate,,17,0,6.28471937776,4,0
511.0,declare,,0,0,20.6733702868,19,0
512.0,lawyer,,3,0,8.59356565028,11,0
513.0,represent,,25,0,13.8206223696,7,0
514.0,sound,,0,0,11.8050380945,8,0
515.0,opposition,,0,0,26.6826890707,19,0
516.0,keynote,,18,0,0.455312907696,1,0
517.0,violate,,1,0,10.047869578,12,0
519.0,obligation,,6,0,2.75235064328,7,0
521.0,undermine,,19,0,10.2160899043,10,0
522.0,confidence,,0,0,7.68576273322,8,0
523.0,customer,,3,0,2.58121716976,6,0
524.0,destroy,,8,0,8.57281374931,7,0
525.0,economy,,10,0,6.9452034235,17,0
526.0,circulation,,1,0,6.55323088169,5,0
527.0,million,,17,0,4.95172019303,4,0
528.0,sponsor,,17,0,18.9290889967,14,0
529.0,enact,,25,0,20.785385713,26,0
530.0,amount,,3,0,23.3126087487,22,0
531.0,gift,,1,0,6.64612776786,8,0
532.0,pocket,,0,0,10.1005061716,13,0
533.0,contention,,0,0,3.85084551573,3,0
534.0,deny,,0,0,28.2551329881,17,0
535.0,several,,5,0,2.69512927532,3,0
536.0,include,,25,0,1.13403471559,2,0
537.0,argue,,25,0,10.4250068963,10,0
540.0,complain,,19,0,6.98297435045,3,0
541.0,enough,,1,0,4.06335651875,5,0
542.0,introduce,,5,0,3.94470254332,6,0
543.0,authorize,,0,0,5.51608264446,7,0
545.0,design,,17,0,10.1980707049,8,0
546.0,special,,3,0,4.39468064904,4,0
547.0,schooling,,25,0,6.41509222984,8,0
548.0,student,,17,0,12.3507449999,13,0
549.0,scholastic,,12,0,1.60377305746,2,0
550.0,debate,,4,0,16.6388859451,14,0
551.0,establish,,3,0,2.62427052855,4,0
552.0,population,,0,0,17.5141180456,18,0
553.0,require,,3,0,0.779247224331,5,0
554.0,residential,,5,0,19.7079741955,20,0
555.0,budget,,8,0,14.9643168747,12,0
556.0,saving,,25,0,7.30309069157,15,0
557.0,yearly,,17,0,0.455312907696,1,0
558.0,capital,,4,0,8.69207127392,8,0
559.0,outlay,,5,0,18.3271239698,21,0
560.0,absorb,,0,0,7.42429026961,6,0
561.0,save,,13,0,10.0780761018,10,0
562.0,come,,14,0,2.64400434494,1,0
563.0,hear,,3,0,11.2589253485,11,0
564.0,horse,,13,0,3.20754611492,4,0
566.0,folk,,21,0,3.05156029761,6,0
567.0,think,,14,0,6.74795012176,9,0
568.0,pro,,16,0,4.65836054087,10,0
569.0,letter,,21,0,0.349293410778,1,0
572.0,people,,17,0,0.333305507898,1,0
573.0,inform,,0,0,6.7284796983,5,0
574.0,most,,18,0,2.45243626833,3,0
575.0,willing,,0,0,27.0371885002,16,0
576.0,stake,,5,0,2.05908596516,3,0
578.0,bet,,13,0,1.4118527472,5,0
580.0,option,,19,0,2.51439887285,4,0
581.0,proposal,,5,0,24.3684006631,14,0
582.0,favorable,,4,0,13.130743131,21,0
583.0,hard,,20,0,3.15488449484,6,0
585.0,send,,3,0,7.63861376047,8,0
586.0,extend,,23,0,7.10394675285,11,0
587.0,senate,,19,0,10.2160899043,10,0
588.0,whip,,13,0,6.6275793016,10,0
590.0,fare,,3,0,3.61301118135,4,0
591.0,calendar,,5,0,3.6023664996,9,0
593.0,district,,5,0,7.29887783527,5,0
595.0,third,,1,0,2.05355174839,4,0
596.0,amend,,0,0,11.0624423549,14,0
597.0,creation,,8,0,5.26921855658,12,0
598.0,adopt,,0,0,10.0114617497,13,0
599.0,senator,,25,0,10.5542428493,11,0
602.0,donation,,5,0,1.14846014977,1,0
603.0,site,,25,0,5.02320274711,11,0
604.0,revision,,0,0,17.8889099211,13,0
608.0,excise,,0,0,3.85084551573,3,0
609.0,taxis,,10,0,12.5011175722,13,0
610.0,requirement,,5,0,14.0936705768,12,0
611.0,return,,17,0,4.01113420725,6,0
615.0,violation,,25,0,11.8642081916,12,0
616.0,penalty,,3,0,13.0415606797,12,0
617.0,fine,,17,0,2.72572455555,5,0
618.0,series,,13,0,6.09736794233,9,0
619.0,relieve,,13,0,4.86887817085,11,0
620.0,estate,,1,0,5.39019161463,6,0
622.0,own,,0,0,2.09699994326,2,0
623.0,annual,,5,0,2.0623575747,3,0
624.0,licensing,,1,0,6.55323088169,5,0
625.0,license,,25,0,7.91726516187,11,0
626.0,natural,,5,0,5.55261853337,7,0
627.0,gas,,17,0,1.86219802499,6,0
628.0,utility,,0,0,9.20168444514,10,0
629.0,right,,13,0,4.77710357308,5,0
631.0,domain,,3,0,3.61301118135,4,0
632.0,acquire,,24,0,3.98017457873,3,0
633.0,underground,,17,0,4.35600626469,5,0
635.0,reservoir,,24,0,0.910625815392,2,0
636.0,suggest,,0,0,4.70490118861,6,0
637.0,fill,,0,0,5.90029412508,4,0
638.0,vacancy,,19,0,7.1965302825,4,0
639.0,need,,10,0,5.15383093245,5,0
640.0,costly,,25,0,15.3461880386,15,0
642.0,select,,4,0,3.94036635756,4,0
643.0,compose,,1,0,6.55323088169,5,0
644.0,lieutenant,,19,0,11.7355430648,10,0
645.0,chief,,8,0,5.1731191054,7,0
646.0,justice,,0,0,2.35684038699,6,0
647.0,representative,,24,0,3.16775079817,6,0
648.0,decide,,4,0,6.06197404861,3,0
649.0,kind,,20,0,7.83621160686,10,0
650.0,prefer,,18,0,8.19914218783,13,0
651.0,adverse,,10,0,2.70238536596,2,0
653.0,idea,,4,0,5.41228361428,10,0
654.0,further,,18,0,2.19750589132,4,0
655.0,delay,,25,0,10.4836305231,12,0
656.0,kill,,3,0,8.50869372487,11,0
657.0,final,,13,0,7.15724189579,14,0
658.0,legislative,,19,0,10.1176937968,11,0
659.0,majority,,19,0,12.5392673165,18,0
661.0,opponent,,19,0,7.1965302825,4,0
662.0,information,,3,0,22.1961115077,23,0
664.0,choice,,0,0,6.13723289967,7,0
665.0,absent,,17,0,0.455312907696,1,0
666.0,lose,,13,0,9.82652007788,7,0
668.0,big,,13,0,6.37575387955,11,0
669.0,insist,,21,0,5.22524060309,8,0
670.0,development,,8,0,25.1007698774,17,0
671.0,effort,,4,0,5.80034187436,5,0
672.0,cover,,18,0,0.394551873207,4,0
675.0,maximum,,3,0,7.35347618163,8,0
676.0,loan,,0,0,13.103592962,8,0
677.0,project,,2,0,4.79465557635,6,0
679.0,veiled,,5,0,4.35600626469,5,0
680.0,spend,,17,0,4.86678108573,5,0
681.0,statement,,0,0,13.9517323077,10,0
682.0,benefit,,10,0,1.38230578601,9,0
683.0,pend,,17,0,0.910625815392,2,0
685.0,attack,,0,0,3.75029294938,6,0
687.0,poor,,10,0,8.89315572381,8,0
688.0,boy,,13,0,7.08312889934,12,0
689.0,little,,17,0,4.53657147288,4,0
691.0,educational,,24,0,3.4861305505,7,0
692.0,method,,0,0,18.0728732944,32,0
693.0,teach,,20,0,5.69578421116,4,0
694.0,history,,3,0,1.66770289838,3,0
696.0,hour,,25,0,5.57977187634,6,0
697.0,teaching,,24,0,10.5364008844,9,0
698.0,junior,,20,0,10.898780942,10,0
699.0,senior,,21,0,3.60475888848,6,0
701.0,normal,,19,0,10.2160899043,10,0
702.0,college,,24,0,6.14536239207,7,0
703.0,least,,18,0,2.14356635511,4,0
704.0,credit,,25,0,13.0035594702,22,0
705.0,remainder,,1,0,7.16386546195,11,0
706.0,master,,15,0,5.05258798599,3,0
707.0,degree,,5,0,4.05972114205,4,0
709.0,chemistry,,2,0,1.14846014977,1,0
711.0,english,,25,0,3.20754611492,4,0
