Source,Target,Type,Id,Label,Weight
27,675,Directed,3667,,0.095253
27,708,Directed,3668,,0.016032
27,1118,Directed,3671,,0.086973
27,1119,Directed,3669,,0.04157
28,449,Directed,4391,,0.069354
28,554,Directed,4395,,0.007364
28,565,Directed,4397,,0.005678
28,662,Directed,4394,,0.077491
28,823,Directed,4392,,0.038996
28,970,Directed,4396,,0.036059
28,1237,Directed,4393,,0.025575
29,658,Directed,3527,,0.056802
29,1103,Directed,3528,,0.038846
29,1117,Directed,3529,,0.037356
30,110,Directed,5514,,0.085118
30,197,Directed,5512,,0.052303
30,352,Directed,5513,,0.020346
30,387,Directed,5515,,0.053506
30,587,Directed,5510,,0.069504
30,698,Directed,5511,,0.082277
30,746,Directed,5516,,0.05651
30,1064,Directed,5509,,0.004445
30,1204,Directed,5517,,0.039038
31,84,Directed,3950,,0.06239
31,161,Directed,3947,,0.031469
31,244,Directed,3944,,0.074982
31,938,Directed,3949,,0.023697
31,1061,Directed,3943,,0.089254
31,1162,Directed,3948,,0.031824
31,1246,Directed,3946,,0.078487
31,1263,Directed,3945,,0.020253
32,290,Directed,724,,0.059865
32,395,Directed,725,,0.032666
32,1026,Directed,727,,0.056675
32,1173,Directed,726,,0.037929
33,498,Directed,1595,,0.020042
33,652,Directed,1593,,0.030675
33,679,Directed,1597,,0.014428
33,743,Directed,1594,,0.064558
33,1170,Directed,1596,,0.073525
34,10,Directed,545,,0.032675
34,249,Directed,546,,0.033138
34,308,Directed,544,,0.083576
34,386,Directed,541,,0.023557
34,407,Directed,543,,0.022552
34,633,Directed,549,,0.093104
34,729,Directed,540,,0.077415
34,1057,Directed,548,,0.053965
34,1173,Directed,547,,0.092651
34,1281,Directed,542,,0.088988
35,73,Directed,2220,,0.013558
35,276,Directed,2218,,0.033615
35,468,Directed,2216,,0.031201
35,511,Directed,2221,,0.038475
35,620,Directed,2217,,0.043923
35,1168,Directed,2219,,0.063237
36,105,Directed,5474,,0.05632
36,273,Directed,5469,,0.004186
36,602,Directed,5472,,0.070394
36,781,Directed,5473,,0.002453
36,983,Directed,5470,,0.059316
36,1257,Directed,5471,,0.059551
37,110,Directed,5584,,0.013941
37,619,Directed,5583,,0.025401
37,701,Directed,5587,,0.095124
37,863,Directed,5585,,0.079234
37,1257,Directed,5586,,0.039444
38,322,Directed,4627,,0.06594
38,1272,Directed,4626,,0.030321
38,1280,Directed,4628,,0.09688
39,436,Directed,4092,,0.095187
39,528,Directed,4093,,0.024836
39,654,Directed,4090,,0.051121
39,690,Directed,4091,,0.003941
40,282,Directed,5620,,0.023875
40,885,Directed,5619,,0.061437
40,1175,Directed,5621,,0.011894
41,489,Directed,3683,,0.096116
41,862,Directed,3681,,0.068117
41,946,Directed,3682,,0.036142
41,1171,Directed,3680,,0.033887
42,274,Directed,2254,,0.069962
43,478,Directed,79,,0.029239
43,587,Directed,78,,0.023111
43,964,Directed,82,,0.072068
43,1034,Directed,80,,0.06047
43,1242,Directed,81,,0.077944
44,670,Directed,412,,0.053082
44,840,Directed,415,,0.082191
44,1036,Directed,413,,0.027253
44,1039,Directed,414,,0.073386
45,616,Directed,4939,,0.026307
45,681,Directed,4936,,0.063644
45,936,Directed,4937,,0.061144
45,1092,Directed,4938,,0.013626
46,83,Directed,2468,,0.002222
46,241,Directed,2467,,0.073356
46,445,Directed,2466,,0.051455
46,553,Directed,2463,,0.059793
46,761,Directed,2464,,0.043763
46,769,Directed,2462,,0.008009
46,1049,Directed,2461,,0.084793
46,1063,Directed,2465,,0.027828
46,1081,Directed,2460,,0.068865
47,359,Directed,2732,,0.008085
47,647,Directed,2731,,0.050009
47,686,Directed,2730,,0.082971
47,1107,Directed,2733,,0.019395
48,568,Directed,241,,0.056249
49,278,Directed,1007,,0.057171
49,577,Directed,1009,,0.006656
49,765,Directed,1008,,0.090722
50,8,Directed,1518,,0.050416
50,152,Directed,1517,,0.043761
50,787,Directed,1520,,0.019206
50,822,Directed,1519,,0.016627
50,993,Directed,1516,,0.097948
51,155,Directed,3202,,0.026998
51,570,Directed,3201,,0.043826
51,1086,Directed,3200,,0.069883
52,226,Directed,6218,,0.064869
52,831,Directed,6220,,0.070683
52,985,Directed,6216,,0.018473
52,1013,Directed,6217,,0.045711
52,1055,Directed,6219,,0.097142
52,1138,Directed,6215,,0.085881
53,46,Directed,778,,0.08664
53,172,Directed,776,,0.026594
53,243,Directed,775,,0.039061
53,247,Directed,774,,0.067043
53,316,Directed,777,,0.080687
53,352,Directed,780,,0.015771
53,671,Directed,781,,0.076593
53,969,Directed,782,,0.09633
53,1179,Directed,779,,0.013302
54,166,Directed,3749,,0.081554
54,839,Directed,3747,,0.021081
54,904,Directed,3746,,0.025341
54,1185,Directed,3750,,0.060863
54,1201,Directed,3748,,0.090874
55,56,Directed,2593,,0.024624
55,292,Directed,2605,,0.08727
55,324,Directed,2603,,0.013437
55,383,Directed,2599,,0.049414
55,429,Directed,2602,,0.062455
55,508,Directed,2596,,0.008974
55,657,Directed,2600,,0.030238
55,663,Directed,2601,,0.078032
55,679,Directed,2606,,0.059955
55,680,Directed,2604,,0.006516
55,692,Directed,2595,,0.052136
55,769,Directed,2598,,0.09586
55,796,Directed,2597,,0.093537
55,938,Directed,2607,,0.061979
55,1298,Directed,2594,,0.097538
56,28,Directed,36,,0.042585
56,530,Directed,35,,0.032459
56,1122,Directed,37,,0.013772
56,1255,Directed,34,,0.083689
57,254,Directed,4901,,0.025971
57,283,Directed,4903,,0.09202
57,316,Directed,4900,,0.098876
57,467,Directed,4898,,0.058269
57,623,Directed,4904,,0.039366
57,678,Directed,4899,,0.061703
57,837,Directed,4902,,0.082347
57,1049,Directed,4897,,0.081533
58,155,Directed,4270,,0.078352
58,182,Directed,4267,,0.016652
58,203,Directed,4268,,0.020401
58,383,Directed,4266,,0.086298
58,710,Directed,4271,,0.016015
58,1024,Directed,4269,,0.086267
58,1268,Directed,4265,,0.024976
59,45,Directed,3036,,0.081504
59,85,Directed,3034,,0.066379
59,369,Directed,3032,,0.001507
59,798,Directed,3033,,0.035053
59,850,Directed,3035,,0.019818
60,54,Directed,4955,,0.086854
60,172,Directed,4953,,0.000328
60,249,Directed,4957,,0.088232
60,661,Directed,4956,,0.006679
60,685,Directed,4958,,0.037131
60,1006,Directed,4952,,0.098089
60,1276,Directed,4954,,0.054996
61,292,Directed,456,,0.092243
61,525,Directed,452,,0.005705
61,533,Directed,454,,0.02062
61,695,Directed,455,,0.015283
61,1096,Directed,457,,0.097183
61,1105,Directed,453,,0.022207
61,1189,Directed,451,,0.022642
62,197,Directed,1733,,0.098203
62,235,Directed,1731,,0.04306
62,489,Directed,1730,,0.01507
62,491,Directed,1734,,0.022958
62,638,Directed,1729,,0.071152
62,727,Directed,1728,,0.076678
62,801,Directed,1727,,0.044382
62,1160,Directed,1732,,0.006621
63,190,Directed,1757,,0.063406
63,286,Directed,1753,,0.089513
63,708,Directed,1754,,0.042363
63,739,Directed,1758,,0.095817
63,755,Directed,1755,,0.01351
63,976,Directed,1756,,0.09421
63,1055,Directed,1759,,0.059291
64,136,Directed,933,,0.01249
64,153,Directed,935,,0.016432
64,218,Directed,934,,0.045391
64,320,Directed,936,,0.012002
64,368,Directed,931,,0.046717
64,405,Directed,937,,0.06417
64,768,Directed,930,,0.005913
64,1256,Directed,932,,0.014153
65,218,Directed,5218,,0.029555
65,477,Directed,5216,,0.011479
65,588,Directed,5219,,0.052936
65,643,Directed,5217,,0.008134
66,529,Directed,4990,,0.04588
66,675,Directed,4988,,0.002835
66,801,Directed,4989,,0.058926
66,915,Directed,4991,,0.015304
67,484,Directed,418,,0.032129
67,887,Directed,416,,0.018746
67,1192,Directed,417,,0.041231
68,306,Directed,2629,,0.031631
68,564,Directed,2630,,0.033187
68,1115,Directed,2631,,0.020152
69,150,Directed,5679,,0.027878
69,324,Directed,5683,,0.040079
69,328,Directed,5684,,0.053921
69,482,Directed,5678,,0.051875
69,630,Directed,5681,,0.0356
69,1101,Directed,5682,,0.092557
69,1133,Directed,5680,,0.007124
70,290,Directed,3140,,0.000851
70,347,Directed,3142,,0.086998
70,348,Directed,3138,,0.071284
70,370,Directed,3139,,0.055911
70,572,Directed,3137,,0.090922
70,704,Directed,3143,,0.014154
70,1031,Directed,3141,,0.016156
70,1130,Directed,3135,,0.007847
70,1298,Directed,3136,,0.02581
71,3,Directed,3278,,0.024026
71,245,Directed,3279,,0.03869
71,451,Directed,3273,,0.081537
71,643,Directed,3274,,0.021788
71,775,Directed,3276,,0.077186
71,875,Directed,3280,,0.084988
71,1020,Directed,3275,,0.016232
71,1203,Directed,3277,,0.084066
72,285,Directed,925,,0.01828
72,799,Directed,924,,0.005182
72,979,Directed,923,,0.059452
72,1153,Directed,922,,0.078425
73,711,Directed,4034,,0.056747
73,1126,Directed,4035,,0.03066
73,1155,Directed,4036,,0.056611
74,430,Directed,2493,,0.070218
74,498,Directed,2492,,0.069834
74,1106,Directed,2494,,0.03312
75,127,Directed,5936,,0.018153
75,688,Directed,5937,,0.014904
75,988,Directed,5934,,0.040568
75,1076,Directed,5935,,0.07193
76,90,Directed,379,,0.06096
76,134,Directed,378,,0.06218
76,626,Directed,377,,0.069222
76,921,Directed,381,,0.016856
76,1198,Directed,380,,0.073808
77,203,Directed,6155,,0.032724
77,228,Directed,6152,,0.009988
77,467,Directed,6154,,0.036305
77,606,Directed,6153,,0.031803
77,817,Directed,6156,,0.04258
78,1071,Directed,857,,0.079566
79,1134,Directed,3837,,0.044298
80,200,Directed,4244,,0.017479
80,356,Directed,4247,,0.094815
80,751,Directed,4242,,0.085866
80,783,Directed,4245,,0.026503
80,959,Directed,4243,,0.011754
80,1179,Directed,4246,,0.003473
81,9,Directed,6637,,0.037865
81,318,Directed,6632,,0.005888
81,464,Directed,6634,,0.091704
81,562,Directed,6633,,0.027829
81,743,Directed,6635,,0.085657
81,902,Directed,6636,,0.03761
82,118,Directed,1930,,0.019484
82,225,Directed,1931,,0.07322
82,336,Directed,1928,,0.079968
82,468,Directed,1929,,0.087686
82,531,Directed,1936,,0.014416
82,633,Directed,1935,,0.037354
82,859,Directed,1932,,0.069867
82,964,Directed,1933,,0.099453
82,968,Directed,1934,,0.081634
82,1014,Directed,1927,,0.059626
82,1163,Directed,1937,,0.076352
83,72,Directed,6620,,0.042704
83,293,Directed,6621,,0.094612
83,417,Directed,6625,,0.084755
83,642,Directed,6626,,0.047453
83,803,Directed,6622,,0.098148
83,1270,Directed,6623,,0.06857
83,1295,Directed,6624,,0.033265
84,48,Directed,6590,,0.058072
84,89,Directed,6592,,0.093137
84,417,Directed,6594,,0.039373
84,447,Directed,6595,,0.085314
84,926,Directed,6591,,0.087913
84,1057,Directed,6593,,0.063268
85,207,Directed,4668,,0.080166
86,391,Directed,4011,,0.030769
86,701,Directed,4012,,0.052736
86,740,Directed,4009,,0.064785
86,798,Directed,4010,,0.062451
86,846,Directed,4008,,0.059616
86,977,Directed,4007,,0.063986
87,224,Directed,2263,,0.058923
87,564,Directed,2262,,0.053809
87,764,Directed,2261,,0.043674
87,951,Directed,2264,,0.055744
87,1231,Directed,2265,,0.08046
88,33,Directed,4084,,0.090057
88,66,Directed,4086,,0.038463
88,654,Directed,4083,,0.037874
88,751,Directed,4082,,0.066681
88,853,Directed,4087,,0.032066
88,1018,Directed,4089,,0.003084
88,1073,Directed,4088,,0.017755
88,1224,Directed,4085,,0.028333
89,68,Directed,2750,,0.029949
89,604,Directed,2749,,0.068876
89,642,Directed,2752,,0.05322
89,1287,Directed,2751,,0.046001
90,104,Directed,3180,,0.009425
90,351,Directed,3184,,0.019191
90,367,Directed,3183,,0.058185
90,383,Directed,3177,,0.036399
90,395,Directed,3182,,0.075956
90,793,Directed,3179,,0.003347
90,975,Directed,3178,,0.053623
90,1118,Directed,3181,,0.087801
90,1260,Directed,3185,,0.004885
91,52,Directed,1109,,0.008993
91,276,Directed,1108,,0.02616
91,827,Directed,1110,,0.043212
91,1000,Directed,1107,,0.058021
92,41,Directed,1424,,0.084793
92,181,Directed,1423,,0.060109
92,242,Directed,1425,,0.019112
92,351,Directed,1426,,0.004853
92,598,Directed,1427,,0.039358
93,26,Directed,1707,,0.033049
93,137,Directed,1708,,0.021208
93,259,Directed,1705,,0.026298
93,311,Directed,1704,,0.02648
93,476,Directed,1710,,0.099621
93,740,Directed,1703,,0.030979
93,764,Directed,1706,,0.083532
93,765,Directed,1711,,0.07344
93,1106,Directed,1712,,0.055637
93,1294,Directed,1709,,0.042121
94,79,Directed,5221,,0.073451
94,252,Directed,5224,,0.06108
94,484,Directed,5223,,0.072587
94,582,Directed,5222,,0.043979
95,414,Directed,3890,,0.069062
95,828,Directed,3893,,0.033637
95,917,Directed,3891,,0.0963
95,962,Directed,3892,,0.021438
96,63,Directed,1511,,0.040067
96,400,Directed,1514,,0.070246
96,670,Directed,1512,,0.063456
96,720,Directed,1513,,0.068867
96,1150,Directed,1515,,0.002027
97,134,Directed,5490,,0.029883
97,527,Directed,5491,,0.086185
97,553,Directed,5492,,0.046175
97,591,Directed,5494,,0.098848
97,723,Directed,5488,,0.084932
97,1021,Directed,5493,,0.051654
97,1068,Directed,5489,,0.007823
98,281,Directed,4411,,0.02517
98,420,Directed,4410,,0.080684
98,540,Directed,4413,,0.011648
98,742,Directed,4414,,0.033499
98,788,Directed,4412,,0.080167
98,988,Directed,4409,,0.086418
99,183,Directed,3118,,0.000139
99,569,Directed,3119,,0.048469
99,697,Directed,3120,,0.025313
99,1215,Directed,3116,,0.035031
99,1259,Directed,3117,,0.070541
100,145,Directed,5355,,0.012041
100,501,Directed,5354,,0.040325
100,553,Directed,5357,,0.06667
100,1037,Directed,5356,,0.024877
100,1100,Directed,5358,,0.097996
100,1243,Directed,5353,,0.00999
100,1273,Directed,5359,,0.092135
101,363,Directed,2289,,0.036687
101,383,Directed,2287,,0.053397
101,577,Directed,2291,,0.030799
101,616,Directed,2290,,0.014934
101,677,Directed,2288,,0.066753
101,1212,Directed,2293,,0.010965
101,1213,Directed,2292,,0.06688
102,35,Directed,478,,0.073442
102,261,Directed,477,,0.065109
102,380,Directed,485,,0.039212
102,688,Directed,482,,0.016382
102,929,Directed,481,,0.04072
102,944,Directed,483,,0.031588
102,1011,Directed,479,,0.094791
102,1196,Directed,484,,0.08268
102,1225,Directed,480,,0.016384
103,177,Directed,4298,,0.037446
103,179,Directed,4297,,0.033592
103,498,Directed,4296,,0.059532
103,557,Directed,4293,,0.052899
103,625,Directed,4300,,0.047024
103,936,Directed,4294,,0.094759
103,1002,Directed,4295,,0.056859
103,1027,Directed,4299,,0.011796
103,1049,Directed,4292,,0.079366
104,386,Directed,4314,,0.09468
104,435,Directed,4315,,0.038271
104,768,Directed,4313,,0.084486
104,799,Directed,4317,,0.056294
104,805,Directed,4316,,0.075465
104,968,Directed,4319,,0.019878
104,1040,Directed,4318,,0.069127
105,130,Directed,6511,,0.009381
105,447,Directed,6516,,0.007891
105,483,Directed,6513,,0.007248
105,487,Directed,6512,,0.095982
105,756,Directed,6510,,0.076834
105,995,Directed,6515,,0.003882
105,1163,Directed,6517,,0.051372
105,1240,Directed,6514,,0.08395
106,346,Directed,1532,,0.013703
106,912,Directed,1530,,0.098216
106,963,Directed,1531,,0.046184
106,1061,Directed,1529,,0.019776
107,310,Directed,3728,,0.04419
107,341,Directed,3730,,0.053557
107,1055,Directed,3729,,0.004896
108,589,Directed,1446,,0.031372
108,615,Directed,1447,,0.073501
108,865,Directed,1449,,0.015317
108,1035,Directed,1445,,0.05437
108,1220,Directed,1448,,0.077671
109,56,Directed,6194,,0.039765
109,631,Directed,6198,,0.03534
109,768,Directed,6195,,0.008263
109,793,Directed,6197,,0.046105
109,908,Directed,6196,,0.066245
110,330,Directed,4809,,0.050882
110,399,Directed,4808,,0.029545
110,415,Directed,4806,,0.035182
110,971,Directed,4807,,0.032665
110,1178,Directed,4810,,0.006297
110,1258,Directed,4811,,0.03207
111,334,Directed,4700,,0.065142
111,438,Directed,4702,,0.084856
111,548,Directed,4703,,0.093598
111,1055,Directed,4701,,0.098826
112,450,Directed,2715,,0.050285
112,584,Directed,2717,,0.025931
112,628,Directed,2714,,0.064527
112,661,Directed,2716,,0.067748
113,96,Directed,2904,,0.027017
113,338,Directed,2903,,0.053848
113,963,Directed,2905,,0.040952
114,189,Directed,1137,,0.099095
114,395,Directed,1141,,0.076084
114,594,Directed,1140,,0.089865
114,777,Directed,1142,,0.08519
114,976,Directed,1133,,0.016942
114,1062,Directed,1132,,0.0458
114,1146,Directed,1139,,0.058285
114,1188,Directed,1134,,0.02896
114,1200,Directed,1131,,0.007386
114,1237,Directed,1135,,0.061582
114,1241,Directed,1138,,0.078847
114,1270,Directed,1136,,0.076893
115,594,Directed,1300,,0.080882
115,918,Directed,1298,,0.04887
115,944,Directed,1301,,0.067105
115,997,Directed,1302,,0.08584
115,1293,Directed,1299,,0.059218
116,598,Directed,4147,,0.057601
116,664,Directed,4144,,0.0545
116,680,Directed,4146,,0.072447
116,1065,Directed,4145,,0.018569
117,186,Directed,5569,,0.001257
117,299,Directed,5574,,0.029458
117,355,Directed,5572,,0.078201
117,829,Directed,5570,,0.057808
117,878,Directed,5571,,0.057006
117,983,Directed,5573,,0.032533
117,1129,Directed,5575,,0.020428
117,1210,Directed,5576,,0.040562
118,40,Directed,2627,,0.058853
118,136,Directed,2626,,0.077104
118,819,Directed,2624,,0.075809
118,949,Directed,2625,,0.069952
118,958,Directed,2628,,0.00292
119,227,Directed,626,,0.00672
119,294,Directed,628,,0.085494
119,573,Directed,629,,0.067785
119,780,Directed,630,,0.034728
119,907,Directed,627,,0.024646
119,1195,Directed,625,,0.000064
120,529,Directed,5695,,0.09131
120,532,Directed,5696,,0.045021
120,773,Directed,5697,,0.059269
121,161,Directed,2989,,0.063896
121,592,Directed,2990,,0.023236
121,936,Directed,2988,,0.024483
121,1161,Directed,2987,,0.061501
121,1175,Directed,2991,,0.02255
122,248,Directed,3014,,0.003935
122,346,Directed,3016,,0.063573
122,391,Directed,3017,,0.092696
122,896,Directed,3011,,0.05433
122,1002,Directed,3012,,0.098244
122,1112,Directed,3015,,0.025668
122,1140,Directed,3018,,0.094705
122,1246,Directed,3013,,0.052803
123,611,Directed,4719,,0.093692
123,625,Directed,4720,,0.079292
123,660,Directed,4718,,0.083999
123,1034,Directed,4717,,0.051584
124,33,Directed,1565,,0.037886
124,113,Directed,1566,,0.055218
124,374,Directed,1567,,0.016582
124,713,Directed,1568,,0.038561
124,1015,Directed,1564,,0.074707
125,345,Directed,393,,0.034225
125,1037,Directed,394,,0.038108
126,108,Directed,2829,,0.081381
126,583,Directed,2830,,0.069669
127,251,Directed,1868,,0.019293
127,335,Directed,1867,,0.028791
127,444,Directed,1866,,0.087368
127,1273,Directed,1869,,0.079604
128,19,Directed,1834,,0.069514
128,88,Directed,1835,,0.003429
128,515,Directed,1831,,0.083499
128,640,Directed,1837,,0.077209
128,697,Directed,1832,,0.03598
128,699,Directed,1836,,0.07679
128,763,Directed,1838,,0.011877
128,1039,Directed,1833,,0.001162
129,37,Directed,5901,,0.010075
129,496,Directed,5902,,0.062713
129,582,Directed,5900,,0.063682
129,661,Directed,5899,,0.012421
129,1005,Directed,5898,,0.001731
130,189,Directed,2724,,0.049777
130,251,Directed,2725,,0.039232
130,284,Directed,2719,,0.063636
130,292,Directed,2728,,0.038572
130,334,Directed,2718,,0.026588
130,383,Directed,2722,,0.0804
130,415,Directed,2721,,0.059395
130,487,Directed,2723,,0.004419
130,690,Directed,2720,,0.033829
130,699,Directed,2729,,0.026107
130,1007,Directed,2726,,0.039614
130,1280,Directed,2727,,0.07373
131,266,Directed,1579,,0.039525
131,535,Directed,1577,,0.03104
131,588,Directed,1578,,0.01654
131,596,Directed,1574,,0.079908
131,683,Directed,1573,,0.035867
131,765,Directed,1576,,0.052517
131,943,Directed,1575,,0.007737
131,1275,Directed,1572,,0.055497
132,408,Directed,6281,,0.021127
132,445,Directed,6283,,0.077472
132,941,Directed,6280,,0.009291
132,989,Directed,6282,,0.078676
132,1293,Directed,6279,,0.087632
133,63,Directed,2671,,0.09824
133,433,Directed,2672,,0.091874
133,645,Directed,2674,,0.057941
133,733,Directed,2670,,0.011499
133,1273,Directed,2673,,0.014772
134,44,Directed,3163,,0.092022
134,594,Directed,3166,,0.012349
134,641,Directed,3165,,0.087737
134,920,Directed,3164,,0.071798
134,1026,Directed,3168,,0.003281
134,1053,Directed,3167,,0.040821
135,225,Directed,2044,,0.012873
135,307,Directed,2042,,0.04597
135,477,Directed,2043,,0.033052
135,687,Directed,2046,,0.027043
135,934,Directed,2045,,0.032083
136,4,Directed,3236,,0.068366
136,398,Directed,3238,,0.039855
136,493,Directed,3235,,0.057618
136,970,Directed,3237,,0.028223
137,212,Directed,3126,,0.069768
137,216,Directed,3125,,0.029371
137,852,Directed,3124,,0.073505
138,301,Directed,2332,,0.08536
138,798,Directed,2333,,0.001443
138,848,Directed,2331,,0.073878
139,582,Directed,5529,,0.044073
139,618,Directed,5526,,0.048224
139,660,Directed,5528,,0.075384
139,799,Directed,5530,,0.005446
139,882,Directed,5527,,0.004978
139,1085,Directed,5525,,0.003235
139,1182,Directed,5531,,0.089506
140,20,Directed,1102,,0.059012
140,164,Directed,1104,,0.073595
140,400,Directed,1103,,0.063954
140,401,Directed,1099,,0.030261
140,466,Directed,1106,,0.0633
140,569,Directed,1100,,0.06002
140,905,Directed,1105,,0.035767
140,955,Directed,1101,,0.053993
141,520,Directed,6425,,0.027155
141,769,Directed,6424,,0.025997
141,816,Directed,6427,,0.057042
141,1294,Directed,6426,,0.045352
142,149,Directed,2008,,0.055826
142,150,Directed,2010,,0.052409
142,334,Directed,2009,,0.09355
142,838,Directed,2012,,0.09608
142,1206,Directed,2013,,0.029427
142,1289,Directed,2011,,0.029493
143,190,Directed,3001,,0.003315
143,213,Directed,3003,,0.043781
143,314,Directed,3004,,0.007773
143,864,Directed,3002,,0.030013
143,1002,Directed,3000,,0.030011
144,71,Directed,5554,,0.060135
144,115,Directed,5553,,0.088
144,191,Directed,5557,,0.081421
144,328,Directed,5559,,0.074896
144,564,Directed,5555,,0.090223
144,711,Directed,5556,,0.046816
144,776,Directed,5552,,0.001788
144,1213,Directed,5560,,0.095174
144,1287,Directed,5558,,0.070412
145,330,Directed,2479,,0.095383
145,1212,Directed,2480,,0.028046
145,1240,Directed,2478,,0.048329
146,261,Directed,5499,,0.090438
146,598,Directed,5501,,0.058382
146,678,Directed,5500,,0.088399
147,479,Directed,4237,,0.056608
147,558,Directed,4238,,0.059157
147,623,Directed,4241,,0.033882
147,739,Directed,4239,,0.04076
147,953,Directed,4240,,0.027326
148,229,Directed,6504,,0.046158
148,325,Directed,6502,,0.040275
148,569,Directed,6501,,0.035196
148,753,Directed,6503,,0.057681
148,766,Directed,6499,,0.059383
148,998,Directed,6500,,0.016617
149,719,Directed,216,,0.037905
150,36,Directed,1555,,0.096677
150,371,Directed,1553,,0.038992
150,769,Directed,1552,,0.088757
150,833,Directed,1551,,0.077153
150,911,Directed,1554,,0.03309
151,497,Directed,1749,,0.03325
151,665,Directed,1752,,0.005093
151,732,Directed,1751,,0.087372
151,1237,Directed,1750,,0.001413
152,341,Directed,1987,,0.008959
152,492,Directed,1986,,0.043305
152,532,Directed,1983,,0.036862
152,706,Directed,1982,,0.025923
152,843,Directed,1988,,0.01377
152,900,Directed,1984,,0.024897
152,939,Directed,1985,,0.07439
152,949,Directed,1981,,0.091827
153,339,Directed,3638,,0.042723
