Source,Target,Type,Id,Label,Weight
1434,1415,Directed,8094,,1
1434,1436,Directed,8096,,1
1434,1440,Directed,8092,,1
1434,1442,Directed,8091,,1
1434,1478,Directed,8089,,1
1434,1480,Directed,8090,,1
1434,2147,Directed,8095,,1
1435,1518,Directed,8097,,1
1436,1417,Directed,8100,,1
1436,1434,Directed,8099,,1
1436,1442,Directed,8103,,1
1436,1813,Directed,8102,,1
1436,2083,Directed,8098,,1
1436,2517,Directed,8101,,1
1437,1475,Directed,8106,,1
1437,1698,Directed,8104,,1
1437,2193,Directed,8105,,1
1438,2090,Directed,8110,,1
1438,2528,Directed,8107,,1
1438,2552,Directed,8109,,1
1438,2616,Directed,8108,,1
1439,1485,Directed,8114,,1
1439,1790,Directed,8121,,1
1439,1791,Directed,8119,,1
1439,1944,Directed,8118,,1
1439,2062,Directed,8112,,1
1439,2072,Directed,8113,,1
1439,2117,Directed,8111,,1
1439,2119,Directed,8116,,1
1439,2362,Directed,8120,,1
1439,2464,Directed,8115,,1
1439,2473,Directed,8117,,1
1440,1415,Directed,8124,,1
1440,1434,Directed,8122,,1
1440,1442,Directed,8125,,1
1440,1480,Directed,8126,,1
1440,2083,Directed,8123,,1
1440,2517,Directed,8127,,1
1441,1985,Directed,8129,,1
1441,2037,Directed,8130,,1
1441,2083,Directed,8128,,1
1441,2594,Directed,8131,,1
1442,1415,Directed,8135,,1
1442,1434,Directed,8133,,1
1442,1436,Directed,8136,,1
1442,1440,Directed,8132,,1
1442,1480,Directed,8134,,1
1442,1813,Directed,8138,,1
1442,2067,Directed,8137,,1
1442,2083,Directed,8139,,1
1443,1565,Directed,8141,,1
1443,2374,Directed,8142,,1
1443,2635,Directed,8140,,1
1444,2217,Directed,8144,,1
1444,2237,Directed,8143,,1
1446,1614,Directed,8146,,1
1446,1970,Directed,8145,,1
1446,2254,Directed,8147,,1
1447,1576,Directed,8148,,1
1447,2211,Directed,8149,,1
1448,2257,Directed,8150,,1
1448,2289,Directed,8151,,1
1449,1448,Directed,8152,,1
1450,1448,Directed,8153,,1
1453,2574,Directed,8154,,1
1455,2237,Directed,8155,,1
1455,2290,Directed,8157,,1
1455,2503,Directed,8156,,1
1456,1457,Directed,8158,,1
1457,1456,Directed,8159,,1
1457,1755,Directed,8165,,1
1457,1775,Directed,8164,,1
1457,2036,Directed,8161,,1
1457,2086,Directed,8160,,1
1457,2087,Directed,8163,,1
1457,2228,Directed,8166,,1
1457,2485,Directed,8162,,1
1458,1554,Directed,8182,,1
1458,1718,Directed,8168,,1
1458,2038,Directed,8176,,1
1458,2056,Directed,8186,,1
1458,2091,Directed,8177,,1
1458,2097,Directed,8167,,1
1458,2101,Directed,8175,,1
1458,2150,Directed,8174,,1
1458,2245,Directed,8169,,1
1458,2293,Directed,8187,,1
1458,2298,Directed,8181,,1
1458,2333,Directed,8183,,1
1458,2336,Directed,8185,,1
1458,2370,Directed,8173,,1
1458,2404,Directed,8172,,1
1458,2462,Directed,8171,,1
1458,2510,Directed,8170,,1
1458,2511,Directed,8180,,1
1458,2530,Directed,8188,,1
1458,2572,Directed,8179,,1
1458,2576,Directed,8178,,1
1458,2581,Directed,8184,,1
1459,2240,Directed,8189,,1
1459,2470,Directed,8190,,1
1460,1581,Directed,8194,,1
1460,2039,Directed,8198,,1
1460,2528,Directed,8191,,1
1460,2532,Directed,8196,,1
1460,2543,Directed,8195,,1
1460,2554,Directed,8193,,1
1460,2568,Directed,8192,,1
1460,2576,Directed,8197,,1
1462,1472,Directed,8204,,1
1462,1482,Directed,8200,,1
1462,1663,Directed,8201,,1
1462,1698,Directed,8207,,1
1462,1912,Directed,8206,,1
1462,2334,Directed,8199,,1
1462,2346,Directed,8205,,1
1462,2517,Directed,8203,,1
1462,2555,Directed,8202,,1
1463,1369,Directed,8212,,1
1463,1448,Directed,8272,,1
1463,1518,Directed,8243,,1
1463,1547,Directed,8241,,1
1463,1552,Directed,8240,,1
1463,1554,Directed,8215,,1
1463,1581,Directed,8252,,1
1463,1598,Directed,8263,,1
1463,1657,Directed,8221,,1
1463,1688,Directed,8244,,1
1463,1704,Directed,8250,,1
1463,1793,Directed,8280,,1
1463,1875,Directed,8259,,1
1463,1908,Directed,8255,,1
1463,1970,Directed,8219,,1
1463,1980,Directed,8220,,1
1463,2006,Directed,8262,,1
1463,2009,Directed,8222,,1
1463,2013,Directed,8217,,1
1463,2014,Directed,8218,,1
1463,2028,Directed,8261,,1
1463,2034,Directed,8216,,1
1463,2044,Directed,8273,,1
1463,2082,Directed,8235,,1
1463,2107,Directed,8257,,1
1463,2147,Directed,8281,,1
1463,2236,Directed,8264,,1
1463,2243,Directed,8278,,1
1463,2244,Directed,8276,,1
1463,2257,Directed,8213,,1
1463,2268,Directed,8237,,1
1463,2273,Directed,8227,,1
1463,2281,Directed,8253,,1
1463,2284,Directed,8249,,1
1463,2289,Directed,8248,,1
1463,2299,Directed,8210,,1
1463,2300,Directed,8242,,1
1463,2308,Directed,8211,,1
1463,2311,Directed,8231,,1
1463,2315,Directed,8234,,1
1463,2323,Directed,8229,,1
1463,2333,Directed,8225,,1
1463,2336,Directed,8277,,1
1463,2339,Directed,8230,,1
1463,2374,Directed,8266,,1
1463,2400,Directed,8268,,1
1463,2436,Directed,8260,,1
1463,2505,Directed,8247,,1
1463,2506,Directed,8246,,1
1463,2511,Directed,8270,,1
1463,2516,Directed,8275,,1
1463,2518,Directed,8258,,1
1463,2532,Directed,8245,,1
1463,2535,Directed,8271,,1
1463,2538,Directed,8269,,1
1463,2540,Directed,8236,,1
1463,2542,Directed,8267,,1
1463,2552,Directed,8239,,1
1463,2553,Directed,8232,,1
1463,2555,Directed,8274,,1
1463,2556,Directed,8279,,1
1463,2560,Directed,8228,,1
1463,2568,Directed,8208,,1
1463,2569,Directed,8226,,1
1463,2573,Directed,8256,,1
1463,2575,Directed,8251,,1
1463,2578,Directed,8224,,1
1463,2580,Directed,8254,,1
1463,2581,Directed,8233,,1
1463,2582,Directed,8214,,1
1463,2625,Directed,8209,,1
1463,2627,Directed,8223,,1
1463,2630,Directed,8265,,1
1463,2645,Directed,8238,,1
1464,2533,Directed,8282,,1
1466,1409,Directed,8284,,1
1466,1432,Directed,8285,,1
1466,1467,Directed,8286,,1
1466,1489,Directed,8287,,1
1466,1622,Directed,8292,,1
1466,1762,Directed,8295,,1
1466,1786,Directed,8288,,1
1466,1790,Directed,8294,,1
1466,1797,Directed,8293,,1
1466,1821,Directed,8283,,1
1466,2122,Directed,8289,,1
1466,2424,Directed,8290,,1
1466,2466,Directed,8291,,1
1467,1409,Directed,8296,,1
1467,1432,Directed,8297,,1
1467,1466,Directed,8298,,1
1467,1489,Directed,8299,,1
1467,1821,Directed,8300,,1
1468,1394,Directed,8302,,1
1468,1401,Directed,8314,,1
1468,1503,Directed,8308,,1
1468,1577,Directed,8320,,1
1468,1590,Directed,8316,,1
1468,1608,Directed,8301,,1
1468,1672,Directed,8312,,1
1468,1677,Directed,8307,,1
1468,1679,Directed,8313,,1
1468,1720,Directed,8315,,1
1468,1818,Directed,8329,,1
1468,1901,Directed,8305,,1
1468,1904,Directed,8322,,1
1468,1906,Directed,8310,,1
1468,1908,Directed,8309,,1
1468,1910,Directed,8332,,1
1468,1912,Directed,8326,,1
1468,1943,Directed,8324,,1
1468,2001,Directed,8306,,1
1468,2035,Directed,8319,,1
1468,2037,Directed,8318,,1
1468,2040,Directed,8323,,1
1468,2098,Directed,8321,,1
1468,2147,Directed,8327,,1
1468,2228,Directed,8317,,1
1468,2277,Directed,8331,,1
1468,2321,Directed,8328,,1
1468,2522,Directed,8330,,1
1468,2538,Directed,8303,,1
1468,2539,Directed,8311,,1
1468,2542,Directed,8304,,1
1468,2602,Directed,8325,,1
1469,1474,Directed,8334,,1
1469,2075,Directed,8335,,1
1469,2372,Directed,8333,,1
1471,1777,Directed,8336,,1
1471,2116,Directed,8337,,1
1471,2119,Directed,8338,,1
1472,1381,Directed,8346,,1
1472,1474,Directed,8344,,1
1472,1690,Directed,8343,,1
1472,1807,Directed,8349,,1
1472,1912,Directed,8340,,1
1472,2098,Directed,8341,,1
1472,2168,Directed,8345,,1
1472,2295,Directed,8348,,1
1472,2321,Directed,8350,,1
1472,2372,Directed,8339,,1
1472,2522,Directed,8342,,1
1472,2603,Directed,8347,,1
1473,1461,Directed,8371,,1
1473,1542,Directed,8364,,1
1473,1582,Directed,8372,,1
1473,1660,Directed,8359,,1
1473,1665,Directed,8351,,1
1473,1666,Directed,8354,,1
1473,1667,Directed,8357,,1
1473,1697,Directed,8366,,1
1473,1698,Directed,8361,,1
1473,1709,Directed,8369,,1
1473,1773,Directed,8362,,1
1473,1828,Directed,8358,,1
1473,1854,Directed,8370,,1
1473,1871,Directed,8363,,1
1473,1892,Directed,8360,,1
1473,2127,Directed,8352,,1
1473,2189,Directed,8368,,1
1473,2270,Directed,8365,,1
1473,2280,Directed,8356,,1
1473,2294,Directed,8353,,1
1473,2389,Directed,8355,,1
1473,2441,Directed,8367,,1
1474,1364,Directed,8373,,1
1474,1396,Directed,8386,,1
1474,1524,Directed,8374,,1
1474,1525,Directed,8388,,1
1474,1544,Directed,8382,,1
1474,1698,Directed,8378,,1
1474,1727,Directed,8376,,1
1474,1887,Directed,8381,,1
1474,1898,Directed,8375,,1
1474,2024,Directed,8384,,1
1474,2075,Directed,8379,,1
1474,2099,Directed,8387,,1
1474,2141,Directed,8390,,1
1474,2168,Directed,8389,,1
1474,2371,Directed,8377,,1
1474,2603,Directed,8380,,1
1474,2604,Directed,8383,,1
1474,2628,Directed,8385,,1
1476,1462,Directed,8393,,1
1476,1912,Directed,8392,,1
1476,2321,Directed,8394,,1
1476,2334,Directed,8395,,1
1476,2555,Directed,8391,,1
1477,1979,Directed,8396,,1
1478,1413,Directed,8398,,1
1478,1434,Directed,8397,,1
1478,1480,Directed,8400,,1
1478,1983,Directed,8399,,1
1479,2173,Directed,8401,,1
1479,2234,Directed,8402,,1
1480,1413,Directed,8403,,1
1480,1415,Directed,8406,,1
1480,1417,Directed,8407,,1
1480,1434,Directed,8404,,1
1480,1440,Directed,8405,,1
1480,1442,Directed,8408,,1
1480,1478,Directed,8410,,1
1480,2236,Directed,8409,,1
1481,2616,Directed,8411,,1
1482,1476,Directed,8414,,1
1482,1698,Directed,8415,,1
1482,1912,Directed,8412,,1
1482,2334,Directed,8413,,1
1482,2391,Directed,8416,,1
1482,2555,Directed,8417,,1
1483,1484,Directed,8418,,1
1483,1717,Directed,8421,,1
1483,1762,Directed,8423,,1
1483,1833,Directed,8422,,1
1483,1962,Directed,8424,,1
1483,2003,Directed,8420,,1
1483,2211,Directed,8419,,1
1484,1531,Directed,8428,,1
1484,1762,Directed,8431,,1
1484,1836,Directed,8430,,1
1484,2032,Directed,8427,,1
1484,2058,Directed,8429,,1
1484,2493,Directed,8426,,1
1484,2508,Directed,8425,,1
1485,1439,Directed,8435,,1
1485,1625,Directed,8447,,1
1485,1733,Directed,8449,,1
1485,1790,Directed,8436,,1
1485,2045,Directed,8446,,1
1485,2113,Directed,8445,,1
1485,2116,Directed,8448,,1
1485,2117,Directed,8439,,1
1485,2118,Directed,8437,,1
1485,2134,Directed,8444,,1
1485,2251,Directed,8438,,1
1485,2320,Directed,8443,,1
1485,2344,Directed,8433,,1
1485,2432,Directed,8442,,1
1485,2450,Directed,8434,,1
1485,2464,Directed,8441,,1
1485,2473,Directed,8432,,1
1485,2620,Directed,8440,,1
1488,1393,Directed,8452,,1
1488,1408,Directed,8458,,1
1488,1487,Directed,8459,,1
1488,1607,Directed,8455,,1
1488,1822,Directed,8450,,1
1488,1946,Directed,8457,,1
1488,1968,Directed,8456,,1
1488,2036,Directed,8451,,1
1488,2252,Directed,8454,,1
1488,2583,Directed,8453,,1
1489,1409,Directed,8460,,1
1489,1432,Directed,8462,,1
1489,1466,Directed,8464,,1
1489,1467,Directed,8463,,1
1489,1821,Directed,8461,,1
1489,2406,Directed,8465,,1
1490,1691,Directed,8466,,1
1492,2493,Directed,8468,,1
1492,2518,Directed,8467,,1
1493,1818,Directed,8470,,1
1493,2292,Directed,8469,,1
1494,1515,Directed,8479,,1
1494,1708,Directed,8477,,1
1494,1715,Directed,8472,,1
1494,1750,Directed,8471,,1
1494,2083,Directed,8478,,1
1494,2486,Directed,8473,,1
1494,2517,Directed,8474,,1
1494,2611,Directed,8476,,1
1494,2612,Directed,8475,,1
1495,1420,Directed,8489,,1
1495,1452,Directed,8504,,1
1495,1530,Directed,8498,,1
1495,1531,Directed,8494,,1
1495,1779,Directed,8502,,1
1495,1786,Directed,8481,,1
1495,1797,Directed,8486,,1
1495,1817,Directed,8483,,1
1495,1833,Directed,8491,,1
1495,1836,Directed,8492,,1
1495,1873,Directed,8501,,1
1495,1875,Directed,8490,,1
1495,1886,Directed,8500,,1
1495,1962,Directed,8493,,1
1495,2052,Directed,8488,,1
1495,2065,Directed,8487,,1
1495,2149,Directed,8499,,1
1495,2246,Directed,8480,,1
1495,2267,Directed,8497,,1
1495,2320,Directed,8484,,1
1495,2422,Directed,8495,,1
1495,2424,Directed,8482,,1
1495,2432,Directed,8503,,1
1495,2493,Directed,8485,,1
1495,2616,Directed,8496,,1
1497,1530,Directed,8507,,1
1497,1557,Directed,8509,,1
1497,1711,Directed,8523,,1
1497,1886,Directed,8506,,1
1497,1903,Directed,8525,,1
1497,2039,Directed,8521,,1
1497,2044,Directed,8513,,1
1497,2073,Directed,8527,,1
1497,2085,Directed,8526,,1
1497,2214,Directed,8528,,1
1497,2267,Directed,8517,,1
1497,2416,Directed,8514,,1
1497,2440,Directed,8524,,1
1497,2460,Directed,8520,,1
1497,2469,Directed,8519,,1
1497,2477,Directed,8512,,1
1497,2492,Directed,8518,,1
1497,2499,Directed,8516,,1
1497,2502,Directed,8510,,1
1497,2510,Directed,8508,,1
1497,2511,Directed,8515,,1
1497,2522,Directed,8522,,1
1497,2572,Directed,8511,,1
1497,2576,Directed,8505,,1
1498,1619,Directed,8530,,1
1498,2414,Directed,8529,,1
1499,1608,Directed,8531,,1
1499,1671,Directed,8544,,1
1499,1908,Directed,8541,,1
1499,1911,Directed,8540,,1
1499,2053,Directed,8543,,1
1499,2090,Directed,8532,,1
1499,2350,Directed,8542,,1
1499,2517,Directed,8535,,1
1499,2522,Directed,8538,,1
1499,2528,Directed,8534,,1
1499,2529,Directed,8536,,1
1499,2538,Directed,8537,,1
1499,2539,Directed,8539,,1
1499,2616,Directed,8533,,1
1500,1502,Directed,8570,,1
1500,1555,Directed,8561,,1
1500,1565,Directed,8565,,1
1500,1569,Directed,8562,,1
1500,1584,Directed,8553,,1
1500,1592,Directed,8560,,1
1500,1770,Directed,8567,,1
1500,1824,Directed,8558,,1
1500,2053,Directed,8555,,1
1500,2106,Directed,8548,,1
1500,2131,Directed,8571,,1
1500,2160,Directed,8564,,1
1500,2163,Directed,8563,,1
1500,2171,Directed,8566,,1
1500,2179,Directed,8549,,1
1500,2210,Directed,8554,,1
1500,2211,Directed,8557,,1
1500,2221,Directed,8568,,1
1500,2236,Directed,8556,,1
1500,2239,Directed,8559,,1
1500,2272,Directed,8547,,1
1500,2374,Directed,8546,,1
1500,2392,Directed,8545,,1
1500,2410,Directed,8552,,1
1500,2630,Directed,8569,,1
1500,2634,Directed,8551,,1
1500,2635,Directed,8550,,1
1501,2106,Directed,8572,,1
1503,1672,Directed,8575,,1
1503,1677,Directed,8573,,1
1503,1679,Directed,8574,,1
1504,1494,Directed,8578,,1
1504,1515,Directed,8585,,1
1504,1701,Directed,8580,,1
1504,1708,Directed,8576,,1
1504,1715,Directed,8577,,1
1504,1735,Directed,8579,,1
1504,1751,Directed,8594,,1
1504,1906,Directed,8591,,1
1504,1911,Directed,8589,,1
1504,1948,Directed,8582,,1
1504,1993,Directed,8593,,1
1504,2035,Directed,8586,,1
1504,2054,Directed,8583,,1
1504,2083,Directed,8587,,1
1504,2288,Directed,8584,,1
1504,2434,Directed,8581,,1
1504,2517,Directed,8588,,1
1504,2522,Directed,8590,,1
1504,2538,Directed,8592,,1
1505,1650,Directed,8595,,1
1505,2257,Directed,8596,,1
1506,1513,Directed,8598,,1
1506,2221,Directed,8597,,1
1507,1539,Directed,8608,,1
1507,1556,Directed,8609,,1
1507,1590,Directed,8600,,1
1507,1608,Directed,8604,,1
1507,1682,Directed,8606,,1
1507,1724,Directed,8601,,1
1507,1904,Directed,8599,,1
1507,1978,Directed,8605,,1
1507,2232,Directed,8602,,1
1507,2433,Directed,8603,,1
1507,2612,Directed,8607,,1
1508,1565,Directed,8612,,1
1508,1569,Directed,8613,,1
1508,2033,Directed,8610,,1
1508,2546,Directed,8611,,1
1509,2526,Directed,8616,,1
1509,2544,Directed,8614,,1
1509,2552,Directed,8615,,1
1511,1711,Directed,8617,,1
1512,1608,Directed,8618,,1
1512,1983,Directed,8619,,1
1512,2019,Directed,8622,,1
1512,2147,Directed,8621,,1
1512,2248,Directed,8623,,1
1512,2305,Directed,8620,,1
1512,2538,Directed,8624,,1
1513,1722,Directed,8625,,1
1514,2270,Directed,8626,,1
1514,2306,Directed,8627,,1
1514,2373,Directed,8628,,1
1515,1512,Directed,8650,,1
1515,1608,Directed,8629,,1
1515,1671,Directed,8639,,1
1515,1879,Directed,8636,,1
1515,1882,Directed,8654,,1
1515,1908,Directed,8653,,1
1515,1983,Directed,8633,,1
1515,2049,Directed,8648,,1
1515,2053,Directed,8640,,1
1515,2054,Directed,8632,,1
1515,2064,Directed,8638,,1
1515,2067,Directed,8637,,1
1515,2083,Directed,8651,,1
1515,2090,Directed,8641,,1
1515,2146,Directed,8630,,1
1515,2147,Directed,8649,,1
1515,2168,Directed,8643,,1
1515,2212,Directed,8642,,1
1515,2277,Directed,8631,,1
1515,2305,Directed,8635,,1
1515,2517,Directed,8647,,1
1515,2528,Directed,8652,,1
